Commentary	Ref	Literature(PubmedID)	value
1 	564	16347312	65000.0
xylanase A, disc gel electrophoresis	580	0	41000.0
x 	580	7765974	41000.0
1 	580	0	44000.0
x 	580	7765974	44377.0
x 	580	7765283	54000.0
xylanase C, disc gel electrophoresis	580	0	64000.0
xylanase B, disc gel electrophoresis	580	0	73000.0
xylanase A, disc gel electrophoresis	581	0	41000.0
x 	581	7765974	41000.0
1 	581	0	44000.0
x 	581	7765974	44377.0
x 	581	7765283	54000.0
xylanase C, disc gel electrophoresis	581	0	64000.0
xylanase B, disc gel electrophoresis	581	0	73000.0
xylanase A, disc gel electrophoresis	582	0	41000.0
x 	582	7765974	41000.0
1 	582	0	44000.0
x 	582	7765974	44377.0
x 	582	7765283	54000.0
xylanase C, disc gel electrophoresis	582	0	64000.0
xylanase B, disc gel electrophoresis	582	0	73000.0
xylanase A, disc gel electrophoresis	583	0	41000.0
x 	583	7765974	41000.0
1 	583	0	44000.0
x 	583	7765974	44377.0
x 	583	7765283	54000.0
xylanase C, disc gel electrophoresis	583	0	64000.0
xylanase B, disc gel electrophoresis	583	0	73000.0
xylanase A, disc gel electrophoresis	584	0	41000.0
x 	584	7765974	41000.0
1 	584	0	44000.0
x 	584	7765974	44377.0
x 	584	7765283	54000.0
xylanase C, disc gel electrophoresis	584	0	64000.0
xylanase B, disc gel electrophoresis	584	0	73000.0
xylanase A, disc gel electrophoresis	585	0	41000.0
x 	585	7765974	41000.0
1 	585	0	44000.0
x 	585	7765974	44377.0
x 	585	7765283	54000.0
xylanase C, disc gel electrophoresis	585	0	64000.0
xylanase B, disc gel electrophoresis	585	0	73000.0
xylanase A, disc gel electrophoresis	586	0	41000.0
x 	586	7765974	41000.0
1 	586	0	44000.0
x 	586	7765974	44377.0
x 	586	7765283	54000.0
xylanase C, disc gel electrophoresis	586	0	64000.0
xylanase B, disc gel electrophoresis	586	0	73000.0
xylanase A, disc gel electrophoresis	587	0	41000.0
x 	587	7765974	41000.0
1 	587	0	44000.0
x 	587	7765974	44377.0
x 	587	7765283	54000.0
xylanase C, disc gel electrophoresis	587	0	64000.0
xylanase B, disc gel electrophoresis	587	0	73000.0
xylanase A, disc gel electrophoresis	588	0	41000.0
x 	588	7765974	41000.0
1 	588	0	44000.0
x 	588	7765974	44377.0
x 	588	7765283	54000.0
xylanase C, disc gel electrophoresis	588	0	64000.0
xylanase B, disc gel electrophoresis	588	0	73000.0
x 	593	2105888	39000.0
x 	594	2105888	39000.0
x 	622	8987553	22000.0
disc gel electrophoresis	627	0	45000.0
disc gel electrophoresis	628	0	45000.0
x 	636	19884762	49000.0
isozyme B, gel filtration	695	11126763	25000.0
isozyme A, gel filtration	695	11126763	45000.0
isozyme B, gel filtration	696	11126763	25000.0
isozyme A, gel filtration	696	11126763	45000.0
x 	737	15629130	22690.0
x 	737	15629130	23980.0
x 	738	15629130	22690.0
x 	738	15629130	23980.0
x 	739	15629130	22690.0
x 	739	15629130	23980.0
x 	740	15629130	22690.0
x 	740	15629130	23980.0
x 	741	15629130	22690.0
x 	741	15629130	23980.0
x 	742	15629130	22690.0
x 	742	15629130	23980.0
x 	743	15629130	22690.0
x 	743	15629130	23980.0
x 	744	0	21600.0
x 	744	0	40000.0
x 	745	0	21600.0
x 	745	0	40000.0
x 	746	0	21600.0
x 	746	0	40000.0
x 	747	0	21600.0
x 	747	0	40000.0
x 	748	0	21600.0
x 	748	0	40000.0
x 	749	0	21600.0
x 	749	0	40000.0
x 	750	0	21600.0
x 	750	0	40000.0
	751	27602054	21200.0
1 	758	0	22400.0
gel filtration	758	0	25000.0
gel filtration	771	16243455	29000.0
gel filtration	772	16243455	29000.0
x 	780	0	47000.0
gel filtration	781	8328796	41900.0
1 	781	8328796	43000.0
gel filtration	782	8328796	41900.0
1 	782	8328796	43000.0
gel filtration	783	8328796	41900.0
1 	783	8328796	43000.0
gel filtration	784	8328796	41900.0
1 	784	8328796	43000.0
gel filtration	785	8328796	41900.0
1 	785	8328796	43000.0
x 	840	24232655	34000.0
unprocessed active enzyme, SDS-PAGE	840	17383610	61500.0
x 	841	24232655	34000.0
unprocessed active enzyme, SDS-PAGE	841	17383610	61500.0
x 	842	24232655	34000.0
unprocessed active enzyme, SDS-PAGE	842	17383610	61500.0
x 	843	24232655	34000.0
unprocessed active enzyme, SDS-PAGE	843	17383610	61500.0
x 	844	24232655	34000.0
unprocessed active enzyme, SDS-PAGE	844	17383610	61500.0
x 	845	24232655	34000.0
unprocessed active enzyme, SDS-PAGE	845	17383610	61500.0
x 	846	24232655	34000.0
unprocessed active enzyme, SDS-PAGE	846	17383610	61500.0
x 	847	24232655	34000.0
unprocessed active enzyme, SDS-PAGE	847	17383610	61500.0
xylanase 1, SDS-PAGE, mass spectrometry	854	0	6000.0
xylanase 2, SDS-PAGE	854	0	21000.0
xylanase 1, SDS-PAGE, mass spectrometry	855	0	6000.0
xylanase 2, SDS-PAGE	855	0	21000.0
xylanase 1, SDS-PAGE, mass spectrometry	856	0	6000.0
xylanase 2, SDS-PAGE	856	0	21000.0
xylanase 1, SDS-PAGE, mass spectrometry	857	0	6000.0
xylanase 2, SDS-PAGE	857	0	21000.0
gel filtration	863	4093442	38000.0
x 	863	4093442	62000.0
gel filtration	864	4093442	38000.0
x 	864	4093442	62000.0
1 	901	19147106	69300.0
1 	901	19147106	70000.0
1 	902	19147106	69300.0
1 	902	19147106	70000.0
x 	906	0	24000.0
SDS-PAGE	906	18092465	35000.0
x 	906	0	53000.0
x 	906	0	65000.0
x 	906	0	90000.0
x 	907	0	24000.0
SDS-PAGE	907	18092465	35000.0
x 	907	0	53000.0
x 	907	0	65000.0
x 	907	0	90000.0
x 	908	0	24000.0
SDS-PAGE	908	18092465	35000.0
x 	908	0	53000.0
x 	908	0	65000.0
x 	908	0	90000.0
x 	909	0	24000.0
SDS-PAGE	909	18092465	35000.0
x 	909	0	53000.0
x 	909	0	65000.0
x 	909	0	90000.0
x 	920	16461639	38800.0
x 	920	16461639	47000.0
x 	921	16461639	38800.0
x 	921	16461639	47000.0
x 	922	16461639	38800.0
x 	922	16461639	47000.0
x 	923	16461639	38800.0
x 	923	16461639	47000.0
gel filtration	925	25058752	40500.0
gel filtration	926	25058752	40500.0
x 	931	0	21000.0
x 	931	0	30000.0
	937	26387816	45000.0
isozyme Ic, gel filtration	940	10923787	17100.0
1 	940	10923787	18600.0
isozyme Ib, gel filtration	940	10923787	20500.0
1 	940	10923787	20700.0
1 	940	10923787	22900.0
isozyme Ia, gel filtration	940	10923787	23700.0
xylanase IIIA	940	0	24000.0
isozyme IIb, gel filtration	940	10923787	25100.0
1 	940	10923787	25400.0
1 	940	10923787	31300.0
isozyme IIa, gel filtration	940	10923787	31700.0
isozyme IId, gel filtration	940	10923787	32200.0
1 	940	10923787	34300.0
xylanase IA	940	0	38000.0
1 	940	10923787	38500.0
isozyme IIc, gel filtration	940	10923787	39800.0
isozyme Ic, gel filtration	941	10923787	17100.0
1 	941	10923787	18600.0
isozyme Ib, gel filtration	941	10923787	20500.0
1 	941	10923787	20700.0
1 	941	10923787	22900.0
isozyme Ia, gel filtration	941	10923787	23700.0
xylanase IIIA	941	0	24000.0
isozyme IIb, gel filtration	941	10923787	25100.0
1 	941	10923787	25400.0
1 	941	10923787	31300.0
isozyme IIa, gel filtration	941	10923787	31700.0
isozyme IId, gel filtration	941	10923787	32200.0
1 	941	10923787	34300.0
xylanase IA	941	0	38000.0
1 	941	10923787	38500.0
isozyme IIc, gel filtration	941	10923787	39800.0
x 	944	25951846	42000.0
x 	944	25951846	68000.0
x 	944	25951846	86000.0
x 	945	25951846	42000.0
x 	945	25951846	68000.0
x 	945	25951846	86000.0
x 	946	25951846	42000.0
x 	946	25951846	68000.0
x 	946	25951846	86000.0
x 	947	25951846	42000.0
x 	947	25951846	68000.0
x 	947	25951846	86000.0
SDS-PAGE	952	16673939	75000.0
SDS-PAGE	953	16673939	75000.0
x 	962	24861346	41584.0
SDS-PAGE	964	27240670	150000.0
SDS-PAGE	965	27240670	150000.0
gel filtration	993	0	26000.0-28000.0
x 	993	0	48000.0
gel filtration	994	0	26000.0-28000.0
x 	994	0	48000.0
gel filtration	995	0	26000.0-28000.0
x 	995	0	48000.0
gel filtration	996	0	26000.0-28000.0
x 	996	0	48000.0
gel filtration	997	0	26000.0-28000.0
x 	997	0	48000.0
gel filtration	998	0	26000.0-28000.0
x 	998	0	48000.0
gel filtration	999	0	26000.0-28000.0
x 	999	0	48000.0
gel filtration	1000	0	26000.0-28000.0
x 	1000	0	48000.0
sequence analysis	1014	18415096	36000.0
sequence analysis	1015	18415096	36000.0
sequence analysis	1016	18415096	36000.0
sequence analysis	1017	18415096	36000.0
sequence analysis	1018	18415096	36000.0
sequence analysis	1019	18415096	36000.0
sequence analysis	1020	18415096	36000.0
sequence analysis	1021	18415096	36000.0
sequence analysis	1022	18415096	36000.0
x 	1026	19838860	26000.0
x 	1028	16346591	30000.0
x 	1028	16346591	33000.0
x 	1029	16346591	30000.0
x 	1029	16346591	33000.0
x 	1030	16346591	30000.0
x 	1030	16346591	33000.0
x 	1031	16346591	30000.0
x 	1031	16346591	33000.0
x 	1032	16346591	30000.0
x 	1032	16346591	33000.0
x 	1071	19759868	26132.0
x 	1071	19759868	28000.0
x 	1080	0	41000.0
x 	1082	0	39000.0
	1082	27663030	53400.0
	1082	27663030	56000.0
sequence analysis	1082	19349753	142700.0
x 	1083	0	39000.0
	1083	27663030	53400.0
	1083	27663030	56000.0
sequence analysis	1083	19349753	142700.0
x 	1084	0	39000.0
	1084	27663030	53400.0
	1084	27663030	56000.0
sequence analysis	1084	19349753	142700.0
x 	1085	0	39000.0
	1085	27663030	53400.0
	1085	27663030	56000.0
sequence analysis	1085	19349753	142700.0
x 	1086	0	39000.0
	1086	27663030	53400.0
	1086	27663030	56000.0
sequence analysis	1086	19349753	142700.0
x 	1087	0	39000.0
	1087	27663030	53400.0
	1087	27663030	56000.0
sequence analysis	1087	19349753	142700.0
x 	1088	0	39000.0
	1088	27663030	53400.0
	1088	27663030	56000.0
sequence analysis	1088	19349753	142700.0
x 	1089	0	39000.0
	1089	27663030	53400.0
	1089	27663030	56000.0
sequence analysis	1089	19349753	142700.0
x 	1104	100039262	20200.0
sequence analysis	1104	18391461	20280.0
x 	1104	25112314	156700.0
x 	1105	100039262	20200.0
sequence analysis	1105	18391461	20280.0
x 	1105	25112314	156700.0
x 	1106	100039262	20200.0
sequence analysis	1106	18391461	20280.0
x 	1106	25112314	156700.0
x 	1107	100039262	20200.0
sequence analysis	1107	18391461	20280.0
x 	1107	25112314	156700.0
x 	1108	100039262	20200.0
sequence analysis	1108	18391461	20280.0
x 	1108	25112314	156700.0
x 	1109	100039262	20200.0
sequence analysis	1109	18391461	20280.0
x 	1109	25112314	156700.0
x 	1110	100039262	20200.0
sequence analysis	1110	18391461	20280.0
x 	1110	25112314	156700.0
	1122	15142626	45000.0
	1123	15142626	45000.0
x 	1132	23157299	40000.0
x 	1133	23157299	40000.0
x 	1134	23157299	40000.0
x 	1135	23157299	40000.0
x 	1136	23157299	40000.0
x 	1137	23157299	40000.0
x 	1138	23157299	40000.0
x 	1141	16473771	20000.0
x 	1141	16473771	20674.0
analytical gel filtration	1141	17257262	22000.0
SDS-PAGE	1141	17257262	25000.0
1 	1141	18499053	31600.0
x 	1142	16473771	20000.0
x 	1142	16473771	20674.0
analytical gel filtration	1142	17257262	22000.0
SDS-PAGE	1142	17257262	25000.0
1 	1142	18499053	31600.0
x 	1143	16473771	20000.0
x 	1143	16473771	20674.0
analytical gel filtration	1143	17257262	22000.0
SDS-PAGE	1143	17257262	25000.0
1 	1143	18499053	31600.0
x 	1144	16473771	20000.0
x 	1144	16473771	20674.0
analytical gel filtration	1144	17257262	22000.0
SDS-PAGE	1144	17257262	25000.0
1 	1144	18499053	31600.0
x 	1145	16473771	20000.0
x 	1145	16473771	20674.0
analytical gel filtration	1145	17257262	22000.0
SDS-PAGE	1145	17257262	25000.0
1 	1145	18499053	31600.0
x 	1146	16473771	20000.0
x 	1146	16473771	20674.0
analytical gel filtration	1146	17257262	22000.0
SDS-PAGE	1146	17257262	25000.0
1 	1146	18499053	31600.0
SDS-PAGE	1153	17216454	20800.0
MALDI-TOF mass spectrometry	1153	17216454	20830.0
x 	1153	19118652	21300.0
SDS-PAGE	1154	17216454	20800.0
MALDI-TOF mass spectrometry	1154	17216454	20830.0
x 	1154	19118652	21300.0
SDS-PAGE	1155	17216454	20800.0
MALDI-TOF mass spectrometry	1155	17216454	20830.0
x 	1155	19118652	21300.0
x 	1160	0	21730.0
x 	1160	0	22000.0
x 	1161	0	21730.0
x 	1161	0	22000.0
x 	1165	24818699	21300.0
x 	1166	24818699	21300.0
x 	1167	24818699	21300.0
x 	1168	24818699	21300.0
x 	1169	24818699	21300.0
xylanase I, gel filtration	1173	19680819	23800.0
1 	1173	19680819	23900.0
xylanase II, gel filtration	1173	19680819	30800.0
1 	1173	19680819	33100.0
xylanase I, gel filtration	1174	19680819	23800.0
1 	1174	19680819	23900.0
xylanase II, gel filtration	1174	19680819	30800.0
1 	1174	19680819	33100.0
x 	1178	19626289	21500.0
x 	1182	15278289	28600.0
x 	1182	15278289	32000.0
x 	1182	15278289	40300.0
x 	1182	15278289	41600.0
x 	1182	15278289	50000.0
x 	1182	15278289	52000.0
x 	1183	15278289	28600.0
x 	1183	15278289	32000.0
x 	1183	15278289	40300.0
x 	1183	15278289	41600.0
x 	1183	15278289	50000.0
x 	1183	15278289	52000.0
x 	1184	15278289	28600.0
x 	1184	15278289	32000.0
x 	1184	15278289	40300.0
x 	1184	15278289	41600.0
x 	1184	15278289	50000.0
x 	1184	15278289	52000.0
x 	1185	15278289	28600.0
x 	1185	15278289	32000.0
x 	1185	15278289	40300.0
x 	1185	15278289	41600.0
x 	1185	15278289	50000.0
x 	1185	15278289	52000.0
x 	1189	21120468	40000.0
x 	1189	21120468	55000.0
isozyme XA-2, gel filtration	1191	11720306	15800.0
isozyme XA-1, gel filtration	1191	11720306	18600.0
isozyme XA-2, gel filtration	1192	11720306	15800.0
isozyme XA-1, gel filtration	1192	11720306	18600.0
isozyme XA-2, gel filtration	1193	11720306	15800.0
isozyme XA-1, gel filtration	1193	11720306	18600.0
x 	1234	9145520	47000.0
x 	1255	12089151	45982.0
x 	1256	12089151	45982.0
x 	1257	12089151	45982.0
x 	1258	12089151	45982.0
separation of 2 isozymes with different MW by native PAGE	1261	0	-999.0
x 	1261	0	30000.0
separation of 2 isozymes with different MW by native PAGE	1262	0	-999.0
x 	1262	0	30000.0
x 	1274	24170174	40000.0
x 	1274	24170174	40531.0
x 	1275	24170174	40000.0
x 	1275	24170174	40531.0
x 	1279	19692229	20100.0
x 	1279	19692229	33500.0
x 	1280	19692229	20100.0
x 	1280	19692229	33500.0
x 	1293	100384004	45000.0
x 	1293	100384004	54000.0
x 	1293	100384004	76000.0
	1295	0	49800.0
xylanase III, SDS-PAGE	1295	0	54200.0
xylanase II, gel filtration	1295	0	131000.0
	1296	0	49800.0
xylanase III, SDS-PAGE	1296	0	54200.0
xylanase II, gel filtration	1296	0	131000.0
	1297	0	49800.0
xylanase III, SDS-PAGE	1297	0	54200.0
xylanase II, gel filtration	1297	0	131000.0
	1298	0	49800.0
xylanase III, SDS-PAGE	1298	0	54200.0
xylanase II, gel filtration	1298	0	131000.0
x 	1307	21388922	27000.0
x 	1308	21388922	27000.0
x 	1309	21388922	27000.0
	1326	27841749	45000.0
	1326	0	60000.0
	1326	0	61200.0
	1327	27841749	45000.0
	1327	0	60000.0
	1327	0	61200.0
	1328	27841749	45000.0
	1328	0	60000.0
	1328	0	61200.0
	1329	27841749	45000.0
	1329	0	60000.0
	1329	0	61200.0
	1330	27841749	45000.0
	1330	0	60000.0
	1330	0	61200.0
	1331	27841749	45000.0
	1331	0	60000.0
	1331	0	61200.0
	1332	27841749	45000.0
	1332	0	60000.0
	1332	0	61200.0
	1333	27841749	45000.0
	1333	0	60000.0
	1333	0	61200.0
	1334	27841749	45000.0
	1334	0	60000.0
	1334	0	61200.0
	1335	27841749	45000.0
	1335	0	60000.0
	1335	0	61200.0
	1336	27841749	45000.0
	1336	0	60000.0
	1336	0	61200.0
	1337	27841749	45000.0
	1337	0	60000.0
	1337	0	61200.0
x 	1362	21979072	36000.0
1 	1381	0	21000.0
x 	1381	23410928	26000.0
x 	1381	0	30000.0
x 	1381	0	30500.0
1 	1382	0	21000.0
x 	1382	23410928	26000.0
x 	1382	0	30000.0
x 	1382	0	30500.0
1 	1383	0	21000.0
x 	1383	23410928	26000.0
x 	1383	0	30000.0
x 	1383	0	30500.0
1 	1384	0	21000.0
x 	1384	23410928	26000.0
x 	1384	0	30000.0
x 	1384	0	30500.0
1 	1385	0	21000.0
x 	1385	23410928	26000.0
x 	1385	0	30000.0
x 	1385	0	30500.0
1 	1386	0	21000.0
x 	1386	23410928	26000.0
x 	1386	0	30000.0
x 	1386	0	30500.0
1 	1387	0	21000.0
x 	1387	23410928	26000.0
x 	1387	0	30000.0
x 	1387	0	30500.0
1 	1388	0	21000.0
x 	1388	23410928	26000.0
x 	1388	0	30000.0
x 	1388	0	30500.0
1 	1451	18645964	35000.0
1 	1451	18645964	42800.0
sequence analysis, xyl30 ORF	1451	18645964	47000.0
1 	1452	18645964	35000.0
1 	1452	18645964	42800.0
sequence analysis, xyl30 ORF	1452	18645964	47000.0
1 	1453	18645964	35000.0
1 	1453	18645964	42800.0
sequence analysis, xyl30 ORF	1453	18645964	47000.0
	1456	27146990	45000.0
	1456	27146990	47000.0
	1457	27146990	45000.0
	1457	27146990	47000.0
	1458	27146990	45000.0
	1458	27146990	47000.0
	1459	27146990	45000.0
	1459	27146990	47000.0
SDS-PAGE	1463	17408951	20500.0
SDS-PAGE	1464	17408951	20500.0
1 	1470	18388456	47000.0
1 	1471	18388456	47000.0
x 	1479	3827815	43000.0
x 	1480	3827815	43000.0
x 	1481	3827815	43000.0
x 	1482	3827815	43000.0
x 	1483	3827815	43000.0
x 	1484	3827815	43000.0
x 	1485	3827815	43000.0
x 	1486	3827815	43000.0
x 	1487	3827815	43000.0
x 	1488	3827815	43000.0
x 	1513	22544563	24000.0
gel filtration	1513	14594403	24300.0
x 	1513	10689075	24500.0
1 	1513	0	25000.0
1 	1513	0	25000.0
1 	1513	14594403	26400.0
xylanase X-II-B, sedimentation analysis	1513	0	26680.0
xylanase X-II-B, sedimentation analysis	1513	0	26680.0
x 	1513	10689075	37500.0
x 	1513	10689075	38000.0
ultracentrifugal analysis	1513	0	40500.0
gel filtration	1513	0	42000.0
1 	1513	0	44000.0
xylanase X-I, gel filtration	1513	0	50000.0
xylanase X-I, gel filtration	1513	0	50000.0
x 	1514	22544563	24000.0
gel filtration	1514	14594403	24300.0
x 	1514	10689075	24500.0
1 	1514	0	25000.0
1 	1514	0	25000.0
1 	1514	14594403	26400.0
xylanase X-II-B, sedimentation analysis	1514	0	26680.0
xylanase X-II-B, sedimentation analysis	1514	0	26680.0
x 	1514	10689075	37500.0
x 	1514	10689075	38000.0
ultracentrifugal analysis	1514	0	40500.0
gel filtration	1514	0	42000.0
1 	1514	0	44000.0
xylanase X-I, gel filtration	1514	0	50000.0
xylanase X-I, gel filtration	1514	0	50000.0
x 	1515	22544563	24000.0
gel filtration	1515	14594403	24300.0
x 	1515	10689075	24500.0
1 	1515	0	25000.0
1 	1515	0	25000.0
1 	1515	14594403	26400.0
xylanase X-II-B, sedimentation analysis	1515	0	26680.0
xylanase X-II-B, sedimentation analysis	1515	0	26680.0
x 	1515	10689075	37500.0
x 	1515	10689075	38000.0
ultracentrifugal analysis	1515	0	40500.0
gel filtration	1515	0	42000.0
1 	1515	0	44000.0
xylanase X-I, gel filtration	1515	0	50000.0
xylanase X-I, gel filtration	1515	0	50000.0
x 	1516	22544563	24000.0
gel filtration	1516	14594403	24300.0
x 	1516	10689075	24500.0
1 	1516	0	25000.0
1 	1516	0	25000.0
1 	1516	14594403	26400.0
xylanase X-II-B, sedimentation analysis	1516	0	26680.0
xylanase X-II-B, sedimentation analysis	1516	0	26680.0
x 	1516	10689075	37500.0
x 	1516	10689075	38000.0
ultracentrifugal analysis	1516	0	40500.0
gel filtration	1516	0	42000.0
1 	1516	0	44000.0
xylanase X-I, gel filtration	1516	0	50000.0
xylanase X-I, gel filtration	1516	0	50000.0
x 	1517	22544563	24000.0
gel filtration	1517	14594403	24300.0
x 	1517	10689075	24500.0
1 	1517	0	25000.0
1 	1517	0	25000.0
1 	1517	14594403	26400.0
xylanase X-II-B, sedimentation analysis	1517	0	26680.0
xylanase X-II-B, sedimentation analysis	1517	0	26680.0
x 	1517	10689075	37500.0
x 	1517	10689075	38000.0
ultracentrifugal analysis	1517	0	40500.0
gel filtration	1517	0	42000.0
1 	1517	0	44000.0
xylanase X-I, gel filtration	1517	0	50000.0
xylanase X-I, gel filtration	1517	0	50000.0
x 	1518	22544563	24000.0
gel filtration	1518	14594403	24300.0
x 	1518	10689075	24500.0
1 	1518	0	25000.0
1 	1518	0	25000.0
1 	1518	14594403	26400.0
xylanase X-II-B, sedimentation analysis	1518	0	26680.0
xylanase X-II-B, sedimentation analysis	1518	0	26680.0
x 	1518	10689075	37500.0
x 	1518	10689075	38000.0
ultracentrifugal analysis	1518	0	40500.0
gel filtration	1518	0	42000.0
1 	1518	0	44000.0
xylanase X-I, gel filtration	1518	0	50000.0
xylanase X-I, gel filtration	1518	0	50000.0
x 	1519	22544563	24000.0
gel filtration	1519	14594403	24300.0
x 	1519	10689075	24500.0
1 	1519	0	25000.0
1 	1519	0	25000.0
1 	1519	14594403	26400.0
xylanase X-II-B, sedimentation analysis	1519	0	26680.0
xylanase X-II-B, sedimentation analysis	1519	0	26680.0
x 	1519	10689075	37500.0
x 	1519	10689075	38000.0
ultracentrifugal analysis	1519	0	40500.0
gel filtration	1519	0	42000.0
1 	1519	0	44000.0
xylanase X-I, gel filtration	1519	0	50000.0
xylanase X-I, gel filtration	1519	0	50000.0
x 	1520	22544563	24000.0
gel filtration	1520	14594403	24300.0
x 	1520	10689075	24500.0
1 	1520	0	25000.0
1 	1520	0	25000.0
1 	1520	14594403	26400.0
xylanase X-II-B, sedimentation analysis	1520	0	26680.0
xylanase X-II-B, sedimentation analysis	1520	0	26680.0
x 	1520	10689075	37500.0
x 	1520	10689075	38000.0
ultracentrifugal analysis	1520	0	40500.0
gel filtration	1520	0	42000.0
1 	1520	0	44000.0
xylanase X-I, gel filtration	1520	0	50000.0
xylanase X-I, gel filtration	1520	0	50000.0
x 	1521	22544563	24000.0
gel filtration	1521	14594403	24300.0
x 	1521	10689075	24500.0
1 	1521	0	25000.0
1 	1521	0	25000.0
1 	1521	14594403	26400.0
xylanase X-II-B, sedimentation analysis	1521	0	26680.0
xylanase X-II-B, sedimentation analysis	1521	0	26680.0
x 	1521	10689075	37500.0
x 	1521	10689075	38000.0
ultracentrifugal analysis	1521	0	40500.0
gel filtration	1521	0	42000.0
1 	1521	0	44000.0
xylanase X-I, gel filtration	1521	0	50000.0
xylanase X-I, gel filtration	1521	0	50000.0
sequence analysis	1532	19002659	21000.0
x 	1532	19107475	33000.0
x 	1532	19107475	34000.0
x 	1532	19107475	47000.0
sequence analysis	1533	19002659	21000.0
x 	1533	19107475	33000.0
x 	1533	19107475	34000.0
x 	1533	19107475	47000.0
1 	1535	18521591	46000.0
x 	1538	19412576	38000.0
x 	1542	0	43962.0
x 	1556	18568289	37300.0
SDS-PAGE	1556	15064978	55500.0
x 	1556	18568289	57000.0
gel filtration	1556	15064978	58800.0
x 	1557	18568289	37300.0
SDS-PAGE	1557	15064978	55500.0
x 	1557	18568289	57000.0
gel filtration	1557	15064978	58800.0
x 	1558	18568289	37300.0
SDS-PAGE	1558	15064978	55500.0
x 	1558	18568289	57000.0
gel filtration	1558	15064978	58800.0
x 	1559	18568289	37300.0
SDS-PAGE	1559	15064978	55500.0
x 	1559	18568289	57000.0
gel filtration	1559	15064978	58800.0
x 	1584	0	25500.0
x 	1584	0	30000.0
x 	1584	0	33500.0
x 	1584	24211645	42000.0
x 	1584	24211645	51000.0
x 	1585	0	25500.0
x 	1585	0	30000.0
x 	1585	0	33500.0
x 	1585	24211645	42000.0
x 	1585	24211645	51000.0
x 	1586	0	25500.0
x 	1586	0	30000.0
x 	1586	0	33500.0
x 	1586	24211645	42000.0
x 	1586	24211645	51000.0
x 	1587	0	25500.0
x 	1587	0	30000.0
x 	1587	0	33500.0
x 	1587	24211645	42000.0
x 	1587	24211645	51000.0
x 	1588	0	25500.0
x 	1588	0	30000.0
x 	1588	0	33500.0
x 	1588	24211645	42000.0
x 	1588	24211645	51000.0
MALDI-TOF mass spectrometry	1590	17216454	21140.0
SDS-PAGE	1590	17216454	23200.0
x 	1590	15450181	25902.0
x 	1590	21466666	41540.0
x 	1590	15450181	43000.0
x 	1590	21466666	46000.0
x 	1590	21466666	64000.0
MALDI-TOF mass spectrometry	1591	17216454	21140.0
SDS-PAGE	1591	17216454	23200.0
x 	1591	15450181	25902.0
x 	1591	21466666	41540.0
x 	1591	15450181	43000.0
x 	1591	21466666	46000.0
x 	1591	21466666	64000.0
MALDI-TOF mass spectrometry	1592	17216454	21140.0
SDS-PAGE	1592	17216454	23200.0
x 	1592	15450181	25902.0
x 	1592	21466666	41540.0
x 	1592	15450181	43000.0
x 	1592	21466666	46000.0
x 	1592	21466666	64000.0
MALDI-TOF mass spectrometry	1593	17216454	21140.0
SDS-PAGE	1593	17216454	23200.0
x 	1593	15450181	25902.0
x 	1593	21466666	41540.0
x 	1593	15450181	43000.0
x 	1593	21466666	46000.0
x 	1593	21466666	64000.0
MALDI-TOF mass spectrometry	1594	17216454	21140.0
SDS-PAGE	1594	17216454	23200.0
x 	1594	15450181	25902.0
x 	1594	21466666	41540.0
x 	1594	15450181	43000.0
x 	1594	21466666	46000.0
x 	1594	21466666	64000.0
MALDI-TOF mass spectrometry	1595	17216454	21140.0
SDS-PAGE	1595	17216454	23200.0
x 	1595	15450181	25902.0
x 	1595	21466666	41540.0
x 	1595	15450181	43000.0
x 	1595	21466666	46000.0
x 	1595	21466666	64000.0
MALDI-TOF mass spectrometry	1596	17216454	21140.0
SDS-PAGE	1596	17216454	23200.0
x 	1596	15450181	25902.0
x 	1596	21466666	41540.0
x 	1596	15450181	43000.0
x 	1596	21466666	46000.0
x 	1596	21466666	64000.0
MALDI-TOF mass spectrometry	1597	17216454	21140.0
SDS-PAGE	1597	17216454	23200.0
x 	1597	15450181	25902.0
x 	1597	21466666	41540.0
x 	1597	15450181	43000.0
x 	1597	21466666	46000.0
x 	1597	21466666	64000.0
gel filtration	1615	19728166	12000.0
x 	1615	7189122	90000.0
gel filtration	1616	19728166	12000.0
x 	1616	7189122	90000.0
gel filtration	1617	19728166	12000.0
x 	1617	7189122	90000.0
gel filtration	1618	19728166	12000.0
x 	1618	7189122	90000.0
gel filtration	1636	0	31000.0
; 1 	1636	0	32000.0
1 	1636	0	33000.0
gel filtration	1637	0	31000.0
; 1 	1637	0	32000.0
1 	1637	0	33000.0
gel filtration	1638	0	31000.0
; 1 	1638	0	32000.0
1 	1638	0	33000.0
gel filtration	1639	0	31000.0
; 1 	1639	0	32000.0
1 	1639	0	33000.0
gel filtration	1640	0	31000.0
; 1 	1640	0	32000.0
1 	1640	0	33000.0
gel filtration	1641	0	31000.0
; 1 	1641	0	32000.0
1 	1641	0	33000.0
gel filtration	1642	0	31000.0
; 1 	1642	0	32000.0
1 	1642	0	33000.0
x 	1675	11263969	38000.0
gel filtration	1678	18668373	25000.0
gel filtration	1678	18668373	25000.0
gel filtration	1681	10467122	12000.0
gel filtration	1681	0	20000.0
x 	1681	23793944	21300.0
1 	1681	0	21500.0
